Date,Measurement tool,Site,1,2,3,4,5,6,7,8,9,Max Etch Rate,Min Etch Rate,Etch Rate (A/Min),"%
STDEV",% Uni,Result, Employee Code,Lot ID,Remarks,LSL,USL,LCL,UCL,% Uni USL,% Uni UCL
,,Post,26308.47,26008.17,26069.13,25889.17,26103.69,26322.31,26088.85,25885.16,26039.57,,,,,,,,,,,,,,,
,,ER(Å/Min),9183.21,9594.24,9632.4,9988.08,9966.27,9132.36,9326.49,10019.76,10185.03,,,,,,,,,,,,,,,
02-02-18,MTOP1,Pre,29317.82,29134.21,29147.3,29149.03,29360.23,29345.62,29140.72,29143.13,29402.86,11032.14,10202.73,10617.37667,300.6417868,2.831601404,Pass,1335,Q18050039.F1,,9000,15600,8090,12070,6,6
,,Post,25910.84,25618.77,25608.41,25526.91,25745.75,25944.71,25678.69,25529.23,25725.48,,,,,,,,,,,,,,,
,,ER(Å/Min),10220.94,10546.32,10616.67,10866.36,10843.44,10202.73,10386.09,10841.7,11032.14,,,,,,,,,,,,,,,
02-02-18,MTOP1,Pre,29337.09,29159.86,29146.75,29123.2,29335.05,29293.45,29126.41,29144.92,29391.36,10260.87,9497.55,9940.09,274.3704534,2.760241139,Pass,1335,,After replacing lamp no. 5,9000,15600,8090,12070,6,6
,,Post,25929.01,25739.57,25830.63,25809.98,26169.2,25926.29,25744.73,25896.63,26191.78,,,,,,,,,,,,,,,
,,ER(Å/Min),10224.24,10260.87,9948.36,9939.66,9497.55,10101.48,10145.04,9744.87,9598.74,,,,,,,,,,,,,,,
02-06-18,MTOP1,Pre,29313.91,29128.91,29183.36,29115.37,29343.07,29306.37,29114.06,29132.02,29421.08,9677.85,8469.99,9036.886667,401.2043167,4.439629836,Fail,1519,,,9000,15600,8090,12070,6,6
,,Post,26458.74,26101.96,26151.22,26048.45,26369.49,26372.6,26290.73,25959.17,26195.13,,,,,,,,,,,,,,,
,,ER(Å/Min),8565.51,9080.85,9096.42,9200.76,8920.74,8801.31,8469.99,9518.55,9677.85,,,,,,,,,,,,,,,
02-07-18,MTOP1,Pre,29268.95,29090.99,29085.13,29085.65,29323.76,29266.96,29072.95,29079.3,29359.55,9483.93,8590.2,9136.766667,321.0127779,3.513417707,Fail,102,,"After replacing all lamps,
Lamp holder also replaced.",9000,15600,8090,12070,6,6
,,Post,26405.55,26057.04,26030.85,25937.38,26203.98,26337.9,26109.82,25942.18,26198.24,,,,,,,,,,,,,,,
,,ER(Å/Min),8590.2,9101.85,9162.84,9444.81,9359.34,8787.18,8889.39,9411.36,9483.93,,,,,,,,,,,,,,,
02-07-18,MTOP1,Pre,29249.65,29098.42,29156.2,29090.64,29319.68,29219.56,29082.16,29107.08,29364.94,9969.36,9171.63,9544.096667,284.5157688,2.981065456,Pass,102,,,9000,15600,8090,12070,6,6
,,Post,26153.39,25957.46,25983.63,25836.55,26093.6,26139.07,26024.95,25825.57,26041.82,,,,,,,,,,,,,,,
,,ER(Å/Min),9288.78,9422.88,9517.71,9762.27,9678.24,9241.47,9171.63,9844.53,9969.36,,,,,,,,,,,,,,,
02-10-18,MTOP1,Pre,29261.92,29050.02,29088.48,29092.23,29342.15,29218.53,29048.46,29073.44,29313.52,8811.6,7691.49,8328.77,429.9576514,5.162318703,Fail,102,,,9000,15600,8090,12070,6,6
,,Post,26698.09,26327.59,26302.66,26155.03,26405.08,26602.61,26394.53,26195.45,26421.4,,,,,,,,,,,,,,,
,,ER(Å/Min),7691.49,8167.29,8357.46,8811.6,8811.21,7847.76,7961.79,8633.97,8676.36,,,,,,,,,,,,,,,
02-10-18,MTOP1,Pre,29294.71,29294.71,29294.71,29134.91,29363.73,29400.29,29114.61,29138.78,29356.44,10057.35,9115.83,9686.746667,389.63622,4.022364096,Pass,102,,After running 10 seasoning wfs,9000,15600,8090,12070,6,6
,,Post,26256.1,25961.87,25973.54,25838.22,26095.12,26329.37,26047.44,25827,26003.99,,,,,,,,,,,,,,,
,,ER(Å/Min),9115.83,9998.52,9963.51,9890.07,9805.83,9212.76,9201.51,9935.34,10057.35,,,,,,,,,,,,,,,
02/13/2018,MTOP1,Pre,29449.66,29311.9,29374.59,29305.53,29540.85,29450.34,29300.19,29292.7,29504.82,10561.41,9152.91,10024.18333,527.5424737,5.26269778,Pass,1335,,,9000,15600,8090,12070,6,6
,,Post,25984.99,25826.56,25989.17,25958.59,26395.41,25929.87,25798.26,26121.33,26453.85,,,,,,,,,,,,,,,
,,ER(Å/Min),10394.01,10456.02,10156.26,10040.82,9436.32,10561.41,10505.79,9514.11,9152.91,,,,,,,,,,,,,,,
02/14/2018,MTOP1,Pre,29458.22,29254.62,29253.26,29257.57,29479.81,29402.74,29249.52,29253.56,29465.92,12479.43,11517.72,11919.77667,341.0575941,2.861275036,Pass,1335,,After one lamp changed,9000,15600,8090,12070,6,6
,,Post,25376.52,25212.55,25339.71,25319.08,25640.57,25242.93,25197.87,25401.05,25585.61,,,,,,,,,,,,,,,
,,ER(Å/Min),12245.1,12126.21,11740.65,11815.47,11517.72,12479.43,12154.95,11557.53,11640.93,,,,,,,,,,,,,,,
02/15/2018,MTOP1,Pre,29379.84,29230.76,29296.98,29235.5,29465.07,29368.61,29227.71,29229.79,29411.1,7512.66,6475.29,7062.29,363.1002683,5.141395614,Fail,1428,,,9000,15600,8090,12070,6,6
,,Post,27221.41,26942.97,26951.29,26772.98,26997.75,27119.61,26961.97,26783.63,26906.88,,,,,,,,,,,,,,,
,,ER(Å/Min),6475.29,6863.37,7037.07,7387.56,7401.96,6747,6797.22,7338.48,7512.66,,,,,,,,,,,,,,,
02/15/2018,MTOP1,Pre,29311.38,29176.29,29238.66,29182.36,29414.63,29341.95,29173.85,29166.68,29371.64,10949.19,10042.29,10480.66667,298.3132282,2.846319205,Pass,1428,,,9000,15600,8090,12070,6,6
,,Post,25760.34,25604.64,25751.22,25712.7,26067.2,25692.22,25608.63,25748.39,25990.1,,,,,,,,,,,,,,,
,,ER(Å/Min),10653.12,10714.95,10462.32,10408.98,10042.29,10949.19,10695.66,10254.87,10144.62,,,,,,,,,,,,,,,
02/20/2018,MTOP1,Pre,29290.03,29150.12,29190.56,29126.33,29353.59,29288.29,29125.48,29132.38,29324.36,8706.24,7749.18,8309.656667,276.7455907,3.330409447,Fail,121,,After Ch PM,9000,15600,8090,12070,6,6
,,Post,26706.97,26409.94,26408.88,26302.78,26555.09,26590.77,26367.76,26287.7,26422.28,,,,,,,,,,,,,,,
,,ER(Å/Min),7749.18,8220.54,8345.04,8470.65,8395.5,8092.56,8273.16,8534.04,8706.24,,,,,,,,,,,,,,,
02/20/2018,MTOP1,Pre,29277.2,29112.78,29107.71,29089.38,29304.25,29265.46,29087.11,29111.74,29797.54,9780.48,8485.86,8926.783333,376.4491409,4.217074918,Fail,102,,After running more seasoning wfs & lamp increased by 0.5mA,9000,15600,8090,12070,6,6
,,Post,26448.58,26174.04,26181.23,26107.04,26328.79,26380.47,26168.95,26046.34,26537.38,,,,,,,,,,,,,,,
,,ER(Å/Min),8485.86,8816.22,8779.44,8947.02,8926.38,8654.97,8754.48,9196.2,9780.48,,,,,,,,,,,,,,,
02/20/2018,MTOP1,Pre,29211.83,29081.27,29160.77,29114.69,29364.65,29261.3,29097.42,29093.82,29313.96,9084.06,7986.69,8514.526667,323.9790028,3.805014835,Fail,1159,,After running  7 seasoning wfs & lamp increased by 0.5mA,9000,15600,8090,12070,6,6
,,Post,26549.6,26310.52,26374.76,26228.57,26446.9,26489.29,26287.29,26183.26,26285.94,,,,,,,,,,,,,,,
,,ER(Å/Min),7986.69,8312.25,8358.03,8658.36,8753.25,8316.03,8430.39,8731.68,9084.06,,,,,,,,,,,,,,,
02/22/2018,MTOP1,Pre,29238.73,29068.11,29067.5,29080.89,29328.47,29236.38,29060.82,29059.17,29282.81,11121,10268.43,10758.75,265.0502037,2.463578053,Pass,102,,After increasing current intensity by 0.5mA,9000,15600,8090,12070,6,6
,,Post,25815.92,25517.89,25524.56,25430.82,25650.78,25714.48,25480.45,25435.92,25575.81,,,,,,,,,,,,,,,
,,ER(Å/Min),10268.43,10650.66,10628.82,10950.21,11033.07,10565.7,10741.11,10869.75,11121,,,,,,,,,,,,,,,
02/28/2018,MTOP1,Pre,29180.36,29063.23,29122.1,29071.75,29270.96,29198.32,29055.9,29054.31,29269.72,9142.92,8205.3,8726.583333,300.1953494,3.440010116,Fail,1159,,,9000,15600,8090,12070,6,6
,,Post,26445.26,26218.15,26283.24,26083.86,26261.84,26335.29,26165.87,26091.31,26222.08,,,,,,,,,,,,,,,
,,ER(Å/Min),8205.3,8535.24,8516.58,8963.67,9027.36,8589.09,8670.09,8889,9142.92,,,,,,,,,,,,,,,
02/28/2018,MTOP1,Pre,29140.64,28984.35,29035.94,28973.8,29212.04,29140.42,28974.07,28985.55,29198.34,9269.91,8239.83,8841.273333,302.6893788,3.423594853,Fail,1159,,After running  8 seasoning wfs .,9000,15600,8090,12070,6,6
,,Post,26394.03,26100.83,26123.87,25952.88,26207.06,26236.04,26030.01,25968.24,26108.37,,,,,,,,,,,,,,,
,,ER(Å/Min),8239.83,8650.56,8736.21,9062.76,9014.94,8713.14,8832.18,9051.93,9269.91,,,,,,,,,,,,,,,
02/28/2018,MTOP1,Pre,29187.22,29011.74,28990.19,28974.33,29185.12,29166.28,28972.7,28991.91,29233.37,11127.72,10372.98,10850.24667,233.2896726,2.15008635,Pass,121,,Pad PR FE wf taken from different batch,9000,15600,8090,12070,6,6
,,Post,25729.56,25391.55,25367.1,25297.98,25557.75,25633.38,25346.07,25314.6,25524.13,,,,,,,,,,,,,,,
,,ER(Å/Min),10372.98,10860.57,10869.27,11029.05,10882.11,10598.7,10879.89,11031.93,11127.72,,,,,,,,,,,,,,,
03-08-18,MTOP1,Pre,29005.07,28860.52,28930.01,28887.22,29152.22,29014.88,28857.39,28870.92,29108.38,8475.15,7480.68,8141.896667,306.3293445,3.762383104,Fail,102,,,9000,15600,8090,12070,6,6
,,Post,26511.51,26213.57,26245.85,26073.67,26327.17,26227.65,26102.17,26167.83,26391.5,,,,,,,,,,,,,,,
,,ER(Å/Min),7480.68,7940.85,8052.48,8440.65,8475.15,8361.69,8265.66,8109.27,8150.64,,,,,,,,,,,,,,,
03-08-18,MTOP1,Pre,29021.52,28852.79,28851.55,28871.62,29096.33,29029.69,28851.33,28852.62,29104.05,8547.54,7507.29,8195.346667,334.8975979,4.086436017,Fail,102,,After running 20 seasoning wfs,9000,15600,8090,12070,6,6
,,Post,26519.09,26200.63,26165.83,26037.13,26259.19,26323.18,26115.11,26070.43,26254.87,,,,,,,,,,,,,,,
,,ER(Å/Min),7507.29,7956.48,8057.16,8503.47,8511.42,8119.53,8208.66,8346.57,8547.54,,,,,,,,,,,,,,,
03-08-18,MTOP1,Pre,29433.93,29226.09,29261.46,29203.84,29421.14,29357.87,29196.35,29200.54,29407.44,9447.78,8621.82,9203.08,263.1944001,2.859851268,Fail,121,,,9000,15600,8090,12070,6,6
,,Post,26559.99,26198.59,26242.31,26057,26281.47,26296.72,26113.41,26091.75,26258.18,,,,,,,,,,,,,,,
,,ER(Å/Min),8621.82,9082.5,9057.45,9440.52,9419.01,9183.45,9248.82,9326.37,9447.78,,,,,,,,,,,,,,,
03/14/2018,MTOP1,Pre,29317.21,29119.23,29187.76,29142.22,29341.56,29292.46,29130.13,29123.48,29338.63,9170.88,8038.32,8803.48,326.1207892,3.704453117,Fail,121,,,9000,15600,8090,12070,6,6
,,Post,26260.25,26150.28,26218.76,26189.84,26405.89,26613.02,26263.65,26112.38,26368.17,,,,,,,,,,,,,,,
,,ER(Å/Min),9170.88,8906.85,8907,8857.14,8807.01,8038.32,8599.44,9033.3,8911.38,,,,,,,,,,,,,,,
03/14/2018,MTOP1,Pre,29031.19,28836.2,28839.59,28846.79,29099.19,29033.85,28832.69,28831.47,29081.02,10773.15,9739.77,10318.45,292.0348902,2.830220529,Pass,121,,,9000,15600,8090,12070,6,6
,,Post,25440.14,25314.09,25411.61,25407.73,25733.48,25787.26,25408.85,25337.69,25635.79,,,,,,,,,,,,,,,
,,ER(Å/Min),10773.15,10566.33,10283.94,10317.18,10097.13,9739.77,10271.52,10481.34,10335.69,,,,,,,,,,,,,,,
03/19/2018,MTOP1,Pre,29317.22,29099.15,29140.31,29076.15,29272.24,29226.84,29070.28,29064.47,29279.73,9956.49,9020.1,9610.363333,312.939159,3.25626772,Pass,1159,Q18120002.F1,,9000,15600,8090,12070,6,6
,,Post,26310.52,25934.12,25949.97,25774.76,25990.33,26135.1,25870.27,25789.33,25960.9,,,,,,,,,,,,,,,
,,ER(Å/Min),9020.1,9495.09,9571.02,9904.17,9845.73,9275.22,9600.03,9825.42,9956.49,,,,,,,,,,,,,,,
03/23/2018,MTOP1,Pre,29252.77,29049.46,29040.14,29039.9,29285.36,29216.04,29030.26,29033.36,29255.52,9184.17,8231.25,8860.326667,313.2208563,3.535093773,Fail,1159,,,9000,15600,8090,12070,6,6
,,Post,26509.02,26156.92,26113.83,25978.51,26224.44,26330.24,26070.06,26027.22,26211.59,,,,,,,,,,,,,,,
,,ER(Å/Min),8231.25,8677.62,8778.93,9184.17,9182.76,8657.4,8880.6,9018.42,9131.79,,,,,,,,,,,,,,,
03/23/2018,MTOP1,Pre,29196.52,29021.69,29030.1,29042.66,29266.59,29200.58,29018.62,29025.48,29270.14,10094.07,9017.55,9685.756667,338.0513627,3.490190538,Pass,1159,Q18120058.F1,,9000,15600,8090,12070,6,6
,,Post,26190.67,25845.79,25832.19,25677.97,25950.15,26069.14,25762.66,25732.89,25953.65,,,,,,,,,,,,,,,
,,ER(Å/Min),9017.55,9527.7,9593.73,10094.07,9949.32,9394.32,9767.88,9877.77,9949.47,,,,,,,,,,,,,,,
03/28/2018,MTOP1,Pre,29136.27,28992.89,29064.07,29013.62,29258.06,29191.54,29005.42,28991.53,29206.69,10100.46,9172.14,9778.916667,329.9398355,3.373991688,Pass,1159,Q18130038.F1,,9000,15600,8090,12070,6,6
,,Post,26078.89,25768.94,25812.64,25646.8,25901.61,26062.52,25753.58,25652.27,25846.09,,,,,,,,,,,,,,,
,,ER(Å/Min),9172.14,9671.85,9754.29,10100.46,10069.35,9387.06,9755.52,10017.78,10081.8,,,,,,,,,,,,,,,
04-02-18,MTOP1,Pre,29228.19,29101.37,29161.56,29112.58,29338.4,29256.76,29100.38,29097.66,29286.59,8819.43,7509.63,8355.74,378.4312079,4.528996928,Fail,121,,,9000,15600,8090,12070,6,6
,,Post,26458.06,26331.65,26385.09,26228.59,26398.59,26753.55,26380.18,26230.57,26449.99,,,,,,,,,,,,,,,
,,ER(Å/Min),8310.39,8309.16,8329.41,8651.97,8819.43,7509.63,8160.6,8601.27,8509.8,,,,,,,,,,,,,,,
04-02-18,MTOP1,Pre,29180.43,29007.59,29007.57,29010.92,29211.54,29176.31,29005.02,28996.21,29241.94,10563.24,9509.04,10170.07333,322.8576707,3.174585473,Pass,121,,After running  11 seasoning wfs .,9000,15600,8090,12070,6,6
,,Post,26010.75,25641.38,25606.61,25530.63,25789.86,25893.4,25601.33,25532.49,25720.86,,,,,,,,,,,,,,,
,,ER(Å/Min),9509.04,10098.63,10202.88,10440.87,10265.04,9848.73,10211.07,10391.16,10563.24,,,,,,,,,,,,,,,
04-09-18,MTOP1,Pre,29097.45,28924.3,28928.25,28950,29155.89,29102.52,28921.51,28926.94,29186.56,8689.41,7575.33,8363.253333,351.3569856,4.201199839,Fail,1159,,,9000,15600,8090,12070,6,6
,,Post,26328.09,26149.72,26152.45,26069.57,26259.42,26577.41,26202.04,26047.31,26317.65,,,,,,,,,,,,,,,
,,ER(Å/Min),8308.08,8323.74,8327.4,8641.29,8689.41,7575.33,8158.41,8638.89,8606.73,,,,,,,,,,,,,,,
04-09-18,MTOP1,Pre,29158.85,28983.72,28964.72,28986.62,29227.84,29176.9,28996.7,28972.14,29206.09,10401.21,9304.77,9924.026667,327.107551,3.296117212,Pass,1159,Q18150025.F1,,9000,15600,8090,12070,6,6
,,Post,25930.3,25691.98,25712.88,25582.54,25760.77,26075.31,25706.32,25585.98,25855.42,,,,,,,,,,,,,,,
,,ER(Å/Min),9685.65,9875.22,9755.52,10212.24,10401.21,9304.77,9871.14,10158.48,10052.01,,,,,,,,,,,,,,,
04/13/2018,MTOP1,Pre,29195.04,29017.99,29078.97,29031.33,29195.24,29181.06,29019.83,29020.46,29243.78,9323.85,8204.52,9006.036667,337.4711794,3.747166394,Fail,102,,Min ER fail,9000,15600,8090,12070,6,6
,,Post,26120.72,25973.1,26088.66,25979.27,26204.37,26446.22,26074.04,25912.51,26166.7,,,,,,,,,,,,,,,
,,ER(Å/Min),9222.96,9134.67,8970.93,9156.18,8972.61,8204.52,8837.37,9323.85,9231.24,,,,,,,,,,,,,,,
04/13/2018,MTOP1,Pre,29139.43,28951.44,28948.82,28975.83,29204.13,29132.34,28950.18,28961.56,29172.03,9764.91,9199.65,9505.05,182.3682024,1.918645377,Pass,102,,,9000,15600,8090,12070,6,6
,,Post,25884.46,25884.89,25847.54,25756.49,26047.61,25945.6,25821.57,25776.23,25956.22,,,,,,,,,,,,,,,
,,ER(Å/Min),9764.91,9199.65,9303.84,9658.02,9469.56,9560.22,9385.83,9555.99,9647.43,,,,,,,,,,,,,,,
04/19/2018,MTOP1,Pre,29113.26,28937.09,28926.78,28941.13,29176.82,29116.13,28943.66,28920.3,29168.23,8707.23,7775.25,8415.27,270.6797489,3.21653077,Fail,1335,,,9000,15600,8090,12070,6,6
,,Post,26521.51,26150.74,26109.15,26038.72,26348.59,26354.8,26075.02,26076.14,26322.92,,,,,,,,,,,,,,,
,,ER(Å/Min),7775.25,8359.05,8452.89,8707.23,8484.69,8283.99,8605.92,8532.48,8535.93,,,,,,,,,,,,,,,
04/19/2018,MTOP1,Pre,29018.64,28921.45,28982.04,28923.32,29116.04,29076.49,28925.37,28929.21,29184.46,10816.38,9940.47,10507.39667,285.7134225,2.719164714,Pass,1335,,,9000,15600,8090,12070,6,6
,,Post,25705.15,25446.84,25488.5,25346.79,25534.92,25676.19,25405.1,25372.34,25579,,,,,,,,,,,,,,,
,,ER(Å/Min),9940.47,10423.83,10480.62,10729.59,10743.36,10200.9,10560.81,10670.61,10816.38,,,,,,,,,,,,,,,
04/24/2018,MTOP1,Pre,29061.48,28888.73,28872.94,28900.81,29127,29057.15,28884.4,28885.36,29109.38,10392.84,9407.82,10084.43667,304.150758,3.016041134,Pass,121,,,9000,15600,8090,12070,6,6
,,Post,25597.2,25466.13,25521.63,25520.66,25825.87,25921.21,25560.67,25441,25679.57,,,,,,,,,,,,,,,
,,ER(Å/Min),10392.84,10267.8,10053.93,10140.45,9903.39,9407.82,9971.19,10333.08,10289.43,,,,,,,,,,,,,,,
04/27/2018,MTOP1,Pre,29202.57,29057.37,29112.81,29052.35,29273.93,29177.46,29036.23,29058.18,29321.06,7227.42,6357.69,6959.973333,273.2231424,3.925634902,Fail,121/102,,Bottom wf in Run 1 (wf#1),9000,15600,8090,12070,6,6
,,Post,26909.88,26745.25,26805.97,26643.21,26866.27,27058.23,26758.95,26658.3,26965.98,,,,,,,,,,,,,,,
,,ER(Å/Min),6878.07,6936.36,6920.52,7227.42,7222.98,6357.69,6831.84,7199.64,7065.24,,,,,,,,,,,,,,,
04/27/2018,MTOP1,Pre,29156.43,28973.74,28974.08,28983.09,29187.53,29144.28,28962.86,28990.42,29227.71,9463.5,8052.99,9017.516667,425.5486106,4.719133065,Fail,121/102,,Middle wf in Run 1 (wf#13),9000,15600,8090,12070,6,6
,,Post,26093.1,25916.91,25969.82,25925.2,26216.97,26459.95,26042.96,25835.92,26086.76,,,,,,,,,,,,,,,
,,ER(Å/Min),9189.99,9170.49,9012.78,9173.67,8911.68,8052.99,8759.7,9463.5,9422.85,,,,,,,,,,,,,,,
04/27/2018,MTOP1,Pre,29185.99,29039.79,29095.7,29032.02,29240.57,29165.53,29035.08,29026.06,29283.41,10310.94,9164.76,9955.383333,380.7547264,3.824611405,Pass,121/102,,Top wf in Run 1 (wf#25),9000,15600,8090,12070,6,6
,,Post,25775.52,25624.52,25741.4,25697.63,26063.25,26110.61,25743.98,25589.08,25892.01,,,,,,,,,,,,,,,
,,ER(Å/Min),10231.41,10245.81,10062.9,10003.17,9531.96,9164.76,9873.3,10310.94,10174.2,,,,,,,,,,,,,,,
04/27/2018,MTOP1,Pre,29398.37,29196.11,29187.48,29201.78,29414.72,29376.91,29194.38,29188.44,29430.76,8679.9,7845.45,8383.67,243.0564911,2.899165772,Fail,1159,,ASH RATE WITHOUT SEASONING.(BEFORE IMP LOT START),9000,15600,8090,12070,6,6
,,Post,26783.22,26410.29,26414.53,26341.18,26638.78,26612.43,26357.09,26342.96,26537.46,,,,,,,,,,,,,,,
,,ER(Å/Min),7845.45,8357.46,8318.85,8581.8,8327.82,8293.44,8511.87,8536.44,8679.9,,,,,,,,,,,,,,,
04/27/2018,MTOP1,Pre,29394.9,29211.21,29279.12,29226.64,29421.09,29367.13,29195.92,29220.21,29429.92,13234.5,11888.76,12729.46333,480.2107139,3.772434872,Pass,1159,,ASH RATE  AFTER IMP LOT COMPLETED OF 23WFS. ,9000,15600,8090,12070,6,6
,,Post,25399.94,24954.46,24949.09,24815.14,25161.5,25404.21,24940.75,24832.81,25099.85,,,,,,,,,,,,,,,
,,ER(Å/Min),11984.88,12770.25,12990.09,13234.5,12778.77,11888.76,12765.51,13162.2,12990.21,,,,,,,,,,,,,,,
04/29/2018,MTOP1,Pre,29160.94,29021.85,29083.14,29031.05,29264.21,29145.48,29014.44,29041.43,29307.38,9580.41,8349.48,9151.653333,371.2519626,4.05666549,Fail,121,,After running 25 wfs in Recipe #F,9000,15600,8090,12070,6,6
,,Post,26377.78,26016.31,26027.32,25879.9,26164.52,26182.65,25952.06,25900.51,26113.91,,,,,,,,,,,,,,,
,,ER(Å/Min),8349.48,9016.62,9167.46,9453.45,9299.07,8888.49,9187.14,9422.76,9580.41,,,,,,,,,,,,,,,
04/29/2018,MTOP1,Pre,29000.48,28851.26,28847.57,28867.1,29106.54,29036.63,28852.34,28858.28,29083.43,9170.85,8038.11,8832.233333,351.3558596,3.978108892,Fail,121,,After running 25 wfs in Recipe #F,9000,15600,8090,12070,6,6
,,Post,26321.11,25959.77,25881.21,25810.15,26090.66,26166.54,25880.31,25839.5,26057.68,,,,,,,,,,,,,,,
,,ER(Å/Min),8038.11,8674.47,8899.08,9170.85,9047.64,8610.27,8916.09,9056.34,9077.25,,,,,,,,,,,,,,,
04/29/2018,MTOP1,Pre,29213.49,29023.55,29009.44,29017.03,29242.92,29183.11,29020.61,29023.59,29244.31,10897.2,10010.07,10585.34667,277.3855456,2.620467278,Pass,64,,,9000,15600,8090,12070,6,6
,,Post,25876.8,25497.79,25456.92,25413.69,25716.92,25749.15,25477.7,25421.13,25611.91,,,,,,,,,,,,,,,
,,ER(Å/Min),10010.07,10577.28,10657.56,10810.02,10578,10301.88,10628.73,10807.38,10897.2,,,,,,,,,,,,,,,
05-01-18,MTOP1,Pre,29377.24,29193.15,29156.32,29156.98,29384.62,29326.04,29164.45,29173.5,29388.86,9862.74,9054.15,9649.16,251.4118963,2.605531428,Pass,1159,Q18180030.F1,NORMAL SEASONING 6WFS(LAMP INTENSITY INCRESED SLIGHTLY,9000,15600,8090,12070,6,6
,,Post,26359.19,25990.51,25964.59,25869.4,26131.29,26039.51,25882.9,25945.83,26190.46,,,,,,,,,,,,,,,
,,ER(Å/Min),9054.15,9607.92,9575.19,9862.74,9759.99,9859.59,9844.65,9683.01,9595.2,,,,,,,,,,,,,,,
05-05-18,MTOP1,Pre,29366.81,29154.13,29217.02,29139.97,29323.9,29340.84,29131.23,29130.71,29335.37,9082.32,7945.56,8703.016667,361.4801394,4.153503932,Fail,1519,,,9000,15600,8090,12070,6,6
,,Post,26536.17,26275.79,26322.05,26112.53,26307.62,26692.32,26286.27,26127.73,26370.45,,,,,,,,,,,,,,,
,,ER(Å/Min),8491.92,8635.02,8684.91,9082.32,9048.84,7945.56,8534.88,9008.94,8894.76,,,,,,,,,,,,,,,
05-05-18,MTOP1,Pre,29340.21,29165.81,29168.21,29166.98,29383.22,29352.7,29161.08,29152.84,29385.08,9192.18,7996.65,8870.76,368.4271034,4.153275519,Fail,1519,,,9000,15600,8090,12070,6,6
,,Post,26388.82,26205.34,26219.46,26102.92,26352.87,26687.15,26258.07,26091.39,26357.83,,,,,,,,,,,,,,,
,,ER(Å/Min),8854.17,8881.41,8846.25,9192.18,9091.05,7996.65,8709.03,9184.35,9081.75,,,,,,,,,,,,,,,
05-07-18,MTOP1,Pre,29351.08,29183.18,29171.8,29162.45,29391.11,29350.01,29179.97,29152.93,29380.74,10091.16,8469.39,9446.806667,508.2995293,5.380649221,Fail,1519,,lamp intensity increased . Min etch rate failed,9000,15600,8090,12070,6,6
,,Post,26527.95,26072.11,26028.04,25897.09,26164.29,25986.29,25862.71,26052.54,26391.83,,,,,,,,,,,,,,,
,,ER(Å/Min),8469.39,9333.21,9431.28,9796.08,9680.46,10091.16,9951.78,9301.17,8966.73,,,,,,,,,,,,,,,
05-07-18,MTOP1,Pre,29303.43,29164.63,29227.95,29168.71,29369.59,29358.37,29163.53,29153.39,29341.51,10622.1,9194.16,10092.06,441.8194354,4.377891485,Pass,102,,,9000,15600,8090,12070,6,6
,,Post,26238.71,25799.48,25833.68,25710.36,26015.35,25817.67,25645.54,25798.76,26115.38,,,,,,,,,,,,,,,
,,ER(Å/Min),9194.16,10095.45,10182.81,10375.05,10062.72,10622.1,10553.97,10063.89,9678.39,,,,,,,,,,,,,,,
05/14/2018,MTOP1,Pre,29080.59,29084.63,29073.48,29080.59,29301.21,29267.1,29084.56,29081.15,29279.42,9562.35,8716.77,9202.653333,263.1292823,2.859276263,Fail,1335,,,9000,15600,8090,12070,6,6
,,Post,26047.24,26047.24,26001.19,25906.95,26178.97,26079.65,26178.97,26005.44,26279.12,,,,,,,,,,,,,,,
,,ER(Å/Min),9100.05,9112.17,9216.87,9520.92,9366.72,9562.35,8716.77,9227.13,9000.9,,,,,,,,,,,,,,,
05/14/2018,MTOP1,Pre,29315.78,29120.54,29171.96,29107.13,29279.86,29249.03,29103.83,29114.7,29320.83,11336.46,10323.3,10923.93333,312.0297514,2.856386449,Pass,1335,Q18240002.F1,,9000,15600,8090,12070,6,6
,,Post,25536.96,25400.29,25525.37,25464.97,25756.04,25807.93,25473.04,25390.6,25656.66,,,,,,,,,,,,,,,
,,ER(Å/Min),11336.46,11160.75,10939.77,10926.48,10571.46,10323.3,10892.37,11172.3,10992.51,,,,,,,,,,,,,,,
05/18/2018,MTOP1,Pre,29277,29068,29121,29055,29298,29223,29055,29050,29268,10650,9861,10337.66667,254.2951042,2.459888797,Pass,1159,Q18200083.F1,,9000,15600,8090,12070,6,6
,,Post,25990,25644,25693,25543,25793,25874,25600,25547,25718,,,,,,,,,,,,,,,
,,ER(Å/Min),9861,10272,10284,10536,10515,10047,10365,10509,10650,,,,,,,,,,,,,,,
05/23/2018,MTOP1,Pre,29166.86,29013.09,29057.12,29018.26,29279.85,29191.11,29018.6,29001.84,29184.99,10102.89,9260.55,9683.983333,252.2540925,2.604858804,Pass,1159,Q18210041.F1,,9000,15600,8090,12070,6,6
,,Post,26080.01,25814.49,25851.04,25735.92,26058.32,25823.48,25699.86,25795.7,26020.95,,,,,,,,,,,,,,,
,,ER(Å/Min),9260.55,9595.8,9618.24,9847.02,9664.59,10102.89,9956.22,9618.42,9492.12,,,,,,,,,,,,,,,
05/27/2018,MTOP1,Pre,29164.21,29018.27,29055.98,28985.82,29220.06,29142.14,28999,28991.62,29221.33,11028.45,9905.85,10691.46333,325.9984742,3.049147381,Pass,121,,,9000,15600,8090,12070,6,6
